tavg,prcp,snow,year,month,day,hour,wind,wind_flag
19.1,1,0,2024,10,29,0,39.35,1
19.6,1,0,2024,10,30,0,48.5,1
20.0,1,0,2024,10,31,0,37.95,1
18.1,1,0,2024,11,1,0,31.65,1
17.4,1,0,2024,11,2,0,37.15,1
17.1,1,0,2024,11,3,0,29.799999999999997,0
18.2,1,0,2024,11,4,0,27.8,0
18.9,1,0,2024,11,5,0,17.200000000000003,0
18.1,1,0,2024,11,6,0,20.9,0
17.1,1,0,2024,11,7,0,30.6,1
16.8,1,0,2024,11,8,0,18.4,0
16.0,1,0,2024,11,9,0,17.8,0
15.8,1,0,2024,11,10,0,23.15,0
14.5,1,0,2024,11,11,0,20.4,0
12.3,1,0,2024,11,12,0,23.65,0
12.9,1,0,2024,11,13,0,43.95,1
13.4,1,0,2024,11,14,0,22.75,0
13.8,1,0,2024,11,15,0,15.85,0
14.2,1,0,2024,11,16,0,16.6,0
14.1,1,0,2024,11,17,0,21.1,0
13.1,1,0,2024,11,18,0,21.8,0
14.8,1,0,2024,11,19,0,21.65,0
17.2,1,0,2024,11,20,0,37.75,1
15.8,1,0,2024,11,21,0,38.35,1
15.5,1,0,2024,11,22,0,35.05,1
13.6,1,0,2024,11,23,0,23.05,0
16.4,1,0,2024,11,24,0,14.799999999999999,0
15.9,1,0,2024,11,25,0,19.1,0
14.1,1,0,2024,11,26,0,18.200000000000003,0
12.3,1,0,2024,11,27,0,19.1,0
11.2,1,0,2024,11,28,0,22.15,0
12.1,1,0,2024,11,29,0,22.75,0
12.4,1,0,2024,11,30,0,19.25,0
14.2,1,0,2024,12,1,0,18.3,0
13.9,1,0,2024,12,2,0,21.9,0
11.9,1,0,2024,12,3,0,20.35,0
11.4,1,0,2024,12,4,0,16.549999999999997,0
11.0,1,0,2024,12,5,0,23.0,0
13.0,1,0,2024,12,6,0,22.9,0
13.8,1,0,2024,12,7,0,43.55,1
9.9,1,0,2024,12,8,0,40.05,1
8.9,1,0,2024,12,9,0,26.150000000000002,0
8.0,1,0,2024,12,10,0,14.8,0
7.9,1,0,2024,12,11,0,19.75,0
10.4,1,0,2024,12,12,0,31.8,1
9.9,1,0,2024,12,13,0,24.15,0
9.2,1,0,2024,12,14,0,20.35,0
8.2,1,0,2024,12,15,0,19.549999999999997,0
8.1,1,0,2024,12,16,0,23.5,0
9.5,1,0,2024,12,17,0,27.2,0
9.9,1,0,2024,12,18,0,22.099999999999998,0
15.1,1,0,2024,12,19,0,33.0,1
9.7,1,0,2024,12,20,0,20.55,0
8.0,1,0,2024,12,21,0,22.4,0
11.9,1,0,2024,12,22,0,34.15,1
10.4,1,0,2024,12,23,0,24.85,0
7.8,1,0,2024,12,24,0,19.1,0
10.2,1,0,2024,12,25,0,17.65,0
11.4,1,0,2024,12,26,0,12.2,0
9.8,1,0,2024,12,27,0,18.55,0
8.0,1,0,2024,12,28,0,20.549999999999997,0
7.9,1,0,2024,12,29,0,21.4,0
7.4,1,0,2024,12,30,0,21.45,0
7.6,1,0,2024,12,31,0,21.65,0
8.4,1,0,2025,1,1,0,20.799999999999997,0
7.9,1,0,2025,1,2,0,23.05,0
8.3,1,0,2025,1,3,0,27.05,0
10.7,1,0,2025,1,4,0,18.75,0
10.1,1,0,2025,1,5,0,29.3,0
12.7,1,0,2025,1,6,0,27.9,0
10.8,1,0,2025,1,7,0,29.25,0
12.1,1,0,2025,1,8,0,31.650000000000002,1
15.9,1,0,2025,1,9,0,36.15,1
12.9,1,0,2025,1,10,0,22.15,0
14.3,1,0,2025,1,11,0,21.4,0
9.7,1,0,2025,1,12,0,20.95,0
5.7,1,0,2025,1,13,0,20.95,0
5.0,1,0,2025,1,14,0,21.6,0
5.3,1,0,2025,1,15,0,22.1,0
6.7,1,0,2025,1,16,0,35.2,1
10.0,1,0,2025,1,17,0,35.349999999999994,1
7.9,1,0,2025,1,18,0,20.549999999999997,0
9.6,1,0,2025,1,19,0,18.200000000000003,0
8.3,1,0,2025,1,20,0,17.2,0
8.6,1,0,2025,1,21,0,19.85,0
11.8,1,0,2025,1,22,0,24.45,0
12.1,1,0,2025,1,23,0,18.4,0
11.6,1,0,2025,1,24,0,26.35,0
11.9,1,0,2025,1,25,0,26.25,0
12.1,1,0,2025,1,26,0,26.45,0
16.0,1,0,2025,1,27,0,43.15,1
13.2,1,0,2025,1,28,0,46.3,1
11.6,1,0,2025,1,29,0,31.85,1
10.6,1,0,2025,1,30,0,28.4,0
9.0,1,0,2025,1,31,0,20.799999999999997,0
7.2,1,0,2025,2,1,0,17.3,0
8.9,1,0,2025,2,2,0,18.9,0
9.3,1,0,2025,2,3,0,21.55,0
8.9,1,0,2025,2,4,0,21.15,0
9.2,1,0,2025,2,5,0,20.1,0
8.6,1,0,2025,2,6,0,20.5,0
10.3,1,0,2025,2,7,0,22.7,0
10.0,1,0,2025,2,8,0,26.3,0
8.5,1,0,2025,2,9,0,18.700000000000003,0
10.6,1,0,2025,2,10,0,17.75,0
11.7,1,0,2025,2,11,0,15.25,0
10.3,1,0,2025,2,12,0,17.65,0
11.9,1,0,2025,2,13,0,17.25,0
11.1,1,0,2025,2,14,0,16.8,0
11.0,1,0,2025,2,15,0,17.95,0
11.9,1,0,2025,2,16,0,18.4,0
11.8,1,0,2025,2,17,0,14.549999999999999,0
12.1,1,0,2025,2,18,0,13.25,0
11.8,1,0,2025,2,19,0,23.8,0
12.7,1,0,2025,2,20,0,15.85,0
12.7,1,0,2025,2,21,0,14.3,0
13.7,1,0,2025,2,22,0,15.35,0
12.2,1,0,2025,2,23,0,13.9,0
11.3,1,0,2025,2,24,0,28.049999999999997,0
11.5,1,0,2025,2,25,0,22.599999999999998,0
10.1,1,0,2025,2,26,0,19.15,0
10.0,1,0,2025,2,27,0,16.35,0
10.8,1,0,2025,2,28,0,19.7,0
10.1,1,0,2025,3,1,0,26.25,0
11.7,1,0,2025,3,2,0,35.05,1
12.9,1,0,2025,3,3,0,36.8,1
13.0,1,0,2025,3,4,0,35.05,1
12.6,1,0,2025,3,5,0,35.75,1
13.3,1,0,2025,3,6,0,37.05,1
12.1,1,0,2025,3,7,0,30.45,1
14.1,1,0,2025,3,8,0,31.200000000000003,1
13.0,1,0,2025,3,9,0,30.85,1
12.0,1,0,2025,3,10,0,17.9,0
11.8,1,0,2025,3,11,0,23.349999999999998,0
12.9,1,0,2025,3,12,0,24.75,0
11.6,1,0,2025,3,13,0,27.75,0
10.2,0,0,2025,3,14,0,27.75,0
9.3,0,0,2025,3,15,0,23.3,0
9.9,0,0,2025,3,16,0,23.5,0
10.3,0,0,2025,3,17,0,23.7,0
11.6,0,0,2025,3,18,0,28.5,0
12.6,0,0,2025,3,19,0,36.15,1
13.1,0,0,2025,3,20,0,35.35,1
13.1,0,0,2025,3,21,0,30.95,1
12.2,1,0,2025,3,22,0,31.4,1
11.6,1,0,2025,3,23,0,24.15,0
11.8,1,0,2025,3,24,0,17.65,0
